id,code,name,type,codelist_id
A19s,A19_477,農林業　総面積　,整数型,NA
A19s,A19_478,農林業　農振面積　,整数型,NA
A19s,A19_479,農林業　耕地面積　総数,整数型,NA
A19s,A19_480,農林業　耕地面積　田,整数型,NA
A19s,A19_481,農林業　耕地面積　畑,整数型,NA
A19s,A19_482,農林業　耕地面積　樹園地,整数型,NA
A19s,A19_483,農林業　耕地面積　牧草地,整数型,NA
A19s,A19_484,農林業　耕地化率　,実数型,NA
A19s,A19_485,農林業　家畜飼育数　乳用牛,整数型,NA
A19s,A19_486,農林業　家畜飼育数　肉用牛,整数型,NA
A19s,A19_487,農林業　家畜飼育数　豚,整数型,NA
A19s,A19_488,農林業　家畜飼育数　鶏,整数型,NA
A19s,A19_489,農林業　農道延長　,実数型,NA
A19s,A19_490,農林業　林道延長　,実数型,NA
A19s,A19_491,農林業　林道延長　内国有林道,実数型,NA
A19s,A19_492,農林業　森林面積　総数　,整数型,NA
A19s,A19_493,農林業　森林面積　総数　うち人工林,整数型,NA
A19s,A19_494,農林業　森林面積　国有林　,整数型,NA
A19s,A19_495,農林業　森林面積　国有林　うち人工林,整数型,NA
A19s,A19_496,農林業　森林面積　民有林　,整数型,NA
A19s,A19_497,農林業　森林面積　民有林　うち人工林,整数型,NA
A19s,A19_498,農林業　森林蓄積量　,整数型,NA
A19s,A19_499,農林業　備考　,文字列型,NA
A19s,A19_500,水産業現況_港湾　水揚高　属人水揚　計(水揚トン数),実数型,NA
A19s,A19_501,水産業現況_港湾　水揚高　属人水揚　計(水揚金額),実数型,NA
A19s,A19_502,水産業現況_港湾　水揚高　属人水揚　海面漁業(水揚トン数),実数型,NA
A19s,A19_503,水産業現況_港湾　水揚高　属人水揚　海面漁業(水揚金額),実数型,NA
A19s,A19_504,水産業現況_港湾　水揚高　属人水揚　海面養殖業(水揚トン数),実数型,NA
A19s,A19_505,水産業現況_港湾　水揚高　属人水揚　海面養殖業(水揚金額),実数型,NA
A19s,A19_506,水産業現況_港湾　水揚高　属地水揚　計(水揚トン数),実数型,NA
A19s,A19_507,水産業現況_港湾　水揚高　属地水揚　計(水揚金額),実数型,NA
A19s,A19_508,水産業現況_港湾　水揚高　属地水揚　海面漁業(水揚トン数),実数型,NA
A19s,A19_509,水産業現況_港湾　水揚高　属地水揚　海面漁業(水揚金額),実数型,NA
A19s,A19_510,水産業現況_港湾　水揚高　属地水揚　海面養殖業(水揚トン数),実数型,NA
A19s,A19_511,水産業現況_港湾　水揚高　属地水揚　海面養殖業(水揚金額),実数型,NA
A19s,A19_512,水産業現況_漁港　水揚高　属人水揚　計(水揚トン数),実数型,NA
A19s,A19_513,水産業現況_漁港　水揚高　属人水揚　計(水揚金額),実数型,NA
A19s,A19_514,水産業現況_漁港　水揚高　属人水揚　海面漁業(水揚トン数),実数型,NA
A19s,A19_515,水産業現況_漁港　水揚高　属人水揚　海面漁業(水揚金額),実数型,NA
A19s,A19_516,水産業現況_漁港　水揚高　属人水揚　海面養殖業(水揚トン数),実数型,NA
A19s,A19_517,水産業現況_漁港　水揚高　属人水揚　海面養殖業(水揚金額),実数型,NA
A19s,A19_518,水産業現況_漁港　水揚高　属地水揚　計(水揚トン数),実数型,NA
A19s,A19_519,水産業現況_漁港　水揚高　属地水揚　計(水揚金額),実数型,NA
A19s,A19_520,水産業現況_漁港　水揚高　属地水揚　海面漁業(水揚トン数),実数型,NA
A19s,A19_521,水産業現況_漁港　水揚高　属地水揚　海面漁業(水揚金額),実数型,NA
A19s,A19_522,水産業現況_漁港　水揚高　属地水揚　海面養殖業(水揚トン数),実数型,NA
A19s,A19_523,水産業現況_漁港　水揚高　属地水揚　海面養殖業(水揚金額),実数型,NA
A19s,A19_524,経営体　農家戸数　総数　　,整数型,NA
A19s,A19_525,経営体　農家戸数　販売農業　専業　,整数型,NA
A19s,A19_526,経営体　農家戸数　販売農業　兼業　1種,整数型,NA
A19s,A19_527,経営体　農家戸数　販売農業　兼業　2種,整数型,NA
A19s,A19_528,経営体　農家戸数　自給的農家　　,整数型,NA
A19s,A19_529,経営体　漁家戸数　総数　　,整数型,NA
A19s,A19_530,経営体　漁家戸数　専業　　,整数型,NA
A19s,A19_531,経営体　漁家戸数　兼業　1種　,整数型,NA
A19s,A19_532,経営体　漁家戸数　兼業　2種　,整数型,NA
A19s,A19_533,経営体　林家戸数　総数　　,整数型,NA
A19s,A19_534,経営体　林家戸数　農家林家　　,整数型,NA
A19s,A19_535,経営体　林家戸数　非農家林家　　,整数型,NA
A19s,A19_536,経営体　組合数　農業協同組合　組合数（本部）,整数型,NA
A19s,A19_537,経営体　組合数　農業協同組合　組合数（支部・支所）,整数型,NA
A19s,A19_538,経営体　組合数　農業協同組合　組合員数,整数型,NA
A19s,A19_539,経営体　組合数　漁業協同組合　組合数（本部）,整数型,NA
A19s,A19_540,経営体　組合数　漁業協同組合　組合数（支部・支所）,整数型,NA
A19s,A19_541,経営体　組合数　漁業協同組合　組合員数,整数型,NA
A19s,A19_542,経営体　組合数　森林組合　組合数（本部）,整数型,NA
A19s,A19_543,経営体　組合数　森林組合　組合数（支部・支所）,整数型,NA
A19s,A19_544,経営体　組合数　森林組合　組合員数,整数型,NA
A19s,A19_545,生産額　農業　耕種　米,実数型,NA
A19s,A19_546,生産額　農業　耕種　麦,実数型,NA
A19s,A19_547,生産額　農業　耕種　いも,実数型,NA
A19s,A19_548,生産額　農業　耕種　豆･雑穀,実数型,NA
A19s,A19_549,生産額　農業　耕種　野菜,実数型,NA
A19s,A19_550,生産額　農業　耕種　果実,実数型,NA
A19s,A19_551,生産額　農業　耕種　花卉,実数型,NA
A19s,A19_552,生産額　農業　耕種　工芸作物,実数型,NA
A19s,A19_553,生産額　農業　耕種　その他,実数型,NA
A19s,A19_554,生産額　農業　耕種　小計,実数型,NA
A19s,A19_555,生産額　農業　養蚕　,実数型,NA
A19s,A19_556,生産額　農業　畜産　牛肉,実数型,NA
A19s,A19_557,生産額　農業　畜産　豚肉,実数型,NA
A19s,A19_558,生産額　農業　畜産　牛乳,実数型,NA
A19s,A19_559,生産額　農業　畜産　鶏卵,実数型,NA
A19s,A19_560,生産額　農業　畜産　その他,実数型,NA
A19s,A19_561,生産額　農業　畜産　小計,実数型,NA
A19s,A19_562,生産額　農業　合計　,実数型,NA
A19s,A19_563,生産額　林業　木材　用材,実数型,NA
A19s,A19_564,生産額　林業　木材　薪炭材,実数型,NA
A19s,A19_565,生産額　林業　木炭　,実数型,NA
A19s,A19_566,生産額　林業　しいたけ　,実数型,NA
A19s,A19_567,生産額　林業　その他　,実数型,NA
A19s,A19_568,生産額　林業　合計　,実数型,NA
A19s,A19_569,生産額　水産業　魚類　,実数型,NA
A19s,A19_570,生産額　水産業　貝類　,実数型,NA
A19s,A19_571,生産額　水産業　水産動物　,実数型,NA
A19s,A19_572,生産額　水産業　海草類　,実数型,NA
A19s,A19_573,生産額　水産業　その他　,実数型,NA
A19s,A19_574,生産額　水産業　合計　,実数型,NA
A19s,A19_575,生産額　農林水産業総計　　,実数型,NA
A19s,A19_576,生産額　備考　　,文字列型,NA
A19s,A19_577,観光客数　春　,実数型,NA
A19s,A19_578,観光客数　夏　,実数型,NA
A19s,A19_579,観光客数　秋　,実数型,NA
A19s,A19_580,観光客数　冬　,実数型,NA
A19s,A19_581,観光客数　計　,実数型,NA
A19s,A19_582,宿泊能力(最盛期)　旅館・ホテル　数,整数型,NA
A19s,A19_583,宿泊能力(最盛期)　旅館・ホテル　収容能力,整数型,NA
A19s,A19_584,宿泊能力(最盛期)　民宿　数,整数型,NA
A19s,A19_585,宿泊能力(最盛期)　民宿　収容能力,整数型,NA
A19s,A19_586,宿泊能力　年間宿泊者数　　,実数型,NA
A19s,A19_587,自然公園面積　国立公園　,実数型,NA
A19s,A19_588,自然公園面積　国定公園　,実数型,NA
A19s,A19_589,自然公園面積　県立公園　,実数型,NA
A19s,A19_590,観光客数・宿泊能力・自然公園　備考　　,文字列型,NA
A19s,A19_591,港湾・航路現況_港湾　港湾利用状況　入港船舶　隻数,実数型,NA
A19s,A19_592,港湾・航路現況_港湾　総屯数,実数型,NA
A19s,A19_593,港湾・航路現況_港湾　乗降人員　,実数型,NA
A19s,A19_594,港湾・航路現況_港湾　海上出入貨物　出,実数型,NA
A19s,A19_595,港湾・航路現況_港湾　海上出入貨物　入,実数型,NA
A19s,A19_596,港湾・航路現況_港湾　海上出入貨物　計,実数型,NA
A19s,A19_597,港湾・航路現況_漁港　港湾利用状況　入港船舶　隻数,実数型,NA
A19s,A19_598,港湾・航路現況_漁港　総屯数,実数型,NA
A19s,A19_599,港湾・航路現況_漁港　乗降人員　,実数型,NA
A19s,A19_600,港湾・航路現況_漁港　海上出入貨物　出,実数型,NA
A19s,A19_601,港湾・航路現況_漁港　海上出入貨物　入,実数型,NA
A19s,A19_602,港湾・航路現況_漁港　海上出入貨物　計,実数型,NA
A19s,A19_603,空港・航空路現況　都道県名　空港名　　,実数型,NA
A19s,A19_604,空港・航空路現況　運航実績,実数型,NA
A19s,A19_605,空港・航空路現況　　1日当たり運航回数　最盛期,実数型,NA
A19s,A19_606,空港・航空路現況　　年間乗降人員　,実数型,NA
A20,A20_001,奄美ID,NA,NA
A20,A20_002,行政コード,NA,AdminAreaCd
A20,A20_003,都道府県名,NA,NA
A20,A20_004,支庁名,NA,NA
A20,A20_005,郡・政令市名,NA,NA
A20,A20_006,市区町村名,NA,NA
A20,A20_007,島嶼名,NA,NA
A20,A20_008,指定日,NA,NA
A20s,A20_001,奄美群島ID,文字列型,NA
A20s,NA,奄美群島,NA,NA
A20s,A20_002,行政コード,行政コード,AdminAreaCd
A20s,NA,人口・世帯数,NA,NA
A20s,A20_003,都道府県名,文字列型,NA
A20s,NA,都市基盤1,NA,NA
A20s,A20_004,支庁名,文字列型,NA
A20s,NA,都市基盤2,NA,NA
A20s,A20_005,郡・政令市名,文字列型,NA
A20s,NA,産業,NA,NA
A20s,A20_006,市区町村名,文字列型,NA
A20s,A20_007,島嶼名,文字列型,NA
A20s,A20_008,指定状況コード,指定状況コード,SpecificAirPortSpecifiedSituationCd
A20s,A20_009,調査年度,時間型,NA
A20s,A20_010,概要　(name),文字列型,NA
A20s,A20_011,概要　指定回次,整数型,NA
A20s,A20_012,概要　郡名,文字列型,NA
A20s,A20_013,概要　人口,整数型,NA
A20s,A20_014,概要　世帯数,整数型,NA
A20s,A20_015,概要　面積,実数型,NA
A20s,A20_016,概要　海岸延長,実数型,NA
A20s,A20_017,概要　備考,文字列型,NA
A20s,A20_018,前年　住民登録人口　男,整数型,NA
A20s,A20_019,前年　住民登録人口　女,整数型,NA
A20s,A20_020,前年　住民登録人口　計,整数型,NA
A20s,A20_021,前年　世帯数　,整数型,NA
A20s,A20_022,人口移動　出生数　,整数型,NA
A20s,A20_023,人口移動　死亡数　,整数型,NA
A20s,A20_024,人口移動　自然増△減　,整数型,NA
A20s,A20_025,人口移動　転入数　,整数型,NA
A20s,A20_026,人口移動　転出数　,整数型,NA
A20s,A20_027,人口移動　社会増△減　,整数型,NA
A20s,A20_028,人口移動　増減計　,整数型,NA
A20s,A20_029,現年　住民登録人口　男,整数型,NA
A20s,A20_030,現年　住民登録人口　女,整数型,NA
A20s,A20_031,現年　住民登録人口　計,整数型,NA
A20s,A20_032,現年　世帯数　,整数型,NA
A20s,A20_033,人口・世帯数・人口動態　備考,文字列型,NA
A20s,A20_034,男　国勢調査人口総数,整数型,NA
A20s,A20_035,男　年少人口　0-4,整数型,NA
A20s,A20_036,男　年少人口　5-9,整数型,NA
A20s,A20_037,男　年少人口　10-14,整数型,NA
A20s,A20_038,男　年少人口　小計,整数型,NA
A20s,A20_039,男　生産年齢人口　15-19,整数型,NA
A20s,A20_040,男　生産年齢人口　20-24,整数型,NA
A20s,A20_041,男　生産年齢人口　25-29,整数型,NA
A20s,A20_042,男　生産年齢人口　30-34,整数型,NA
A20s,A20_043,男　生産年齢人口　35-39,整数型,NA
A20s,A20_044,男　生産年齢人口　40-44,整数型,NA
A20s,A20_045,男　生産年齢人口　45-49,整数型,NA
A20s,A20_046,男　生産年齢人口　50-54,整数型,NA
A20s,A20_047,男　生産年齢人口　55-59,整数型,NA
A20s,A20_048,男　生産年齢人口　60-64,整数型,NA
A20s,A20_049,男　生産年齢人口　小計,整数型,NA
A20s,A20_050,男　老年人口　65-69,整数型,NA
A20s,A20_051,男　老年人口　70-74,整数型,NA
A20s,A20_052,男　老年人口　75-79,整数型,NA
A20s,A20_053,男　老年人口　80-84,整数型,NA
A20s,A20_054,男　老年人口　85歳以上,整数型,NA
A20s,A20_055,男　老年人口　小計,整数型,NA
A20s,A20_056,男　不詳　,整数型,NA
A20s,A20_057,男　生産年齢人口指数　,実数型,NA
A20s,A20_058,男　老齢化率　,実数型,NA
A20s,A20_059,女　国勢調査人口総数　,整数型,NA
A20s,A20_060,女　年少人口　0-4,整数型,NA
A20s,A20_061,女　年少人口　5-9,整数型,NA
A20s,A20_062,女　年少人口　10-14,整数型,NA
A20s,A20_063,女　年少人口　小計,整数型,NA
A20s,A20_064,女　生産年齢人口　15-19,整数型,NA
A20s,A20_065,女　生産年齢人口　20-24,整数型,NA
A20s,A20_066,女　生産年齢人口　25-29,整数型,NA
A20s,A20_067,女　生産年齢人口　30-34,整数型,NA
A20s,A20_068,女　生産年齢人口　35-39,整数型,NA
A20s,A20_069,女　生産年齢人口　40-44,整数型,NA
A20s,A20_070,女　生産年齢人口　45-49,整数型,NA
A20s,A20_071,女　生産年齢人口　50-54,整数型,NA
A20s,A20_072,女　生産年齢人口　55-59,整数型,NA
A20s,A20_073,女　生産年齢人口　60-64,整数型,NA
A20s,A20_074,女　生産年齢人口　小計,整数型,NA
A20s,A20_075,女　老年人口　65-69,整数型,NA
A20s,A20_076,女　老年人口　70-74,整数型,NA
A20s,A20_077,女　老年人口　75-79,整数型,NA
A20s,A20_078,女　老年人口　80-84,整数型,NA
A20s,A20_079,女　老年人口　85歳以上,整数型,NA
A20s,A20_080,女　老年人口　小計,整数型,NA
A20s,A20_081,女　不詳　,整数型,NA
A20s,A20_082,女　生産年齢人口指数　,実数型,NA
A20s,A20_083,女　老齢化率　,実数型,NA
A20s,A20_084,男女計　国勢調査人口総数　,整数型,NA
A20s,A20_085,男女計　年少人口　0-4,整数型,NA
A20s,A20_086,男女計　年少人口　5-9,整数型,NA
A20s,A20_087,男女計　年少人口　10-14,整数型,NA
A20s,A20_088,男女計　年少人口　小計,整数型,NA
A20s,A20_089,男女計　生産年齢人口　15-19,整数型,NA
A20s,A20_090,男女計　生産年齢人口　20-24,整数型,NA
A20s,A20_091,男女計　生産年齢人口　25-29,整数型,NA
A20s,A20_092,男女計　生産年齢人口　30-34,整数型,NA
A20s,A20_093,男女計　生産年齢人口　35-39,整数型,NA
A20s,A20_094,男女計　生産年齢人口　40-44,整数型,NA
A20s,A20_095,男女計　生産年齢人口　45-49,整数型,NA
A20s,A20_096,男女計　生産年齢人口　50-54,整数型,NA
A20s,A20_097,男女計　生産年齢人口　55-59,整数型,NA
A20s,A20_098,男女計　生産年齢人口　60-64,整数型,NA
A20s,A20_099,男女計　生産年齢人口　小計,整数型,NA
A20s,A20_100,男女計　老年人口　65-69,整数型,NA
A20s,A20_101,男女計　老年人口　70-74,整数型,NA
A20s,A20_102,男女計　老年人口　75-79,整数型,NA
A20s,A20_103,男女計　老年人口　80-84,整数型,NA
A20s,A20_104,男女計　老年人口　85歳以上,整数型,NA
A20s,A20_105,男女計　老年人口　小計,整数型,NA
A20s,A20_106,男女計　不詳　,整数型,NA
A20s,A20_107,男女計　生産年齢人口指数　,実数型,NA
A20s,A20_108,男女計　老齢化率　,実数型,NA
A20s,A20_109,年齢別･男女別人口　備考,文字列型,NA
A20s,A20_110,調査年度,時間型,NA
A20s,A20_111,土地利用　総面積　,整数型,NA
A20s,A20_112,土地利用　農用地　農用地合計,整数型,NA
A20s,A20_113,土地利用　農用地　農地,整数型,NA
A20s,A20_114,土地利用　農用地　採草放牧地,整数型,NA
A20s,A20_115,土地利用　森林　,整数型,NA
A20s,A20_116,土地利用　原野　,整数型,NA
A20s,A20_117,土地利用　水面・河川・水路　,整数型,NA
A20s,A20_118,土地利用　道路　,整数型,NA
A20s,A20_119,土地利用　宅地　,整数型,NA
A20s,A20_120,土地利用　その他　,整数型,NA
A20s,A20_121,土地利用　備考　,文字列型,NA
A20s,A20_122,学校　保　保育所数　本所,整数型,NA
A20s,A20_123,学校　保　保育所数　分所,整数型,NA
A20s,A20_124,学校　保　乳幼児数　在所,整数型,NA
A20s,A20_125,学校　保　乳幼児数　通所,整数型,NA
A20s,A20_126,学校　幼　幼稚園数　本園,整数型,NA
A20s,A20_127,学校　幼　幼稚園数　分園,整数型,NA
A20s,A20_128,学校　幼　園児数　在園,整数型,NA
A20s,A20_129,学校　幼　園児数　通園,整数型,NA
A20s,A20_130,学校　小　学校数　本校,整数型,NA
A20s,A20_131,学校　小　学校数　分校,整数型,NA
A20s,A20_132,学校　小　教（職）員数　教員数,整数型,NA
A20s,A20_133,学校　小　教（職）員数　職員数,整数型,NA
A20s,A20_134,学校　小　学級数,整数型,NA
A20s,A20_135,学校　小　児童数　在校,整数型,NA
A20s,A20_136,学校　小　児童数　通学,整数型,NA
A20s,A20_137,学校　中　学校数　本校,整数型,NA
A20s,A20_138,学校　中　学校数　分校,整数型,NA
A20s,A20_139,学校　中　教（職）員数　教員数,整数型,NA
A20s,A20_140,学校　中　教（職）員数　職員数,整数型,NA
A20s,A20_141,学校　中　学級数,整数型,NA
A20s,A20_142,学校　中　生徒数　在校,整数型,NA
A20s,A20_143,学校　中　生徒数　通学,整数型,NA
A20s,A20_144,学校　高　学校数　本校,整数型,NA
A20s,A20_145,学校　高　学校数　分校,整数型,NA
A20s,A20_146,学校　高　教（職）員数　教員数,整数型,NA
A20s,A20_147,学校　高　教（職）員数　職員数,整数型,NA
A20s,A20_148,学校　高　学級数,整数型,NA
A20s,A20_149,学校　高　生徒数　在校,整数型,NA
A20s,A20_150,学校　高　生徒数　通学,整数型,NA
A20s,A20_151,学校　備考,文字列型,NA
A20s,A20_152,卒業者状況　中　卒業生数　　,整数型,NA
A20s,A20_153,卒業者状況　中　就職　総数　,整数型,NA
A20s,A20_154,卒業者状況　中　就職　島内　計,整数型,NA
A20s,A20_155,卒業者状況　中　就職　島内　農林業,整数型,NA
A20s,A20_156,卒業者状況　中　就職　島内　水産業,整数型,NA
A20s,A20_157,卒業者状況　中　就職　島内　2次産業,整数型,NA
A20s,A20_158,卒業者状況　中　就職　島内　3次産業,整数型,NA
A20s,A20_159,卒業者状況　中　就職　島外　計,整数型,NA
A20s,A20_160,卒業者状況　中　就職　島外　1次産業,整数型,NA
A20s,A20_161,卒業者状況　中　就職　島外　2次産業,整数型,NA
A20s,A20_162,卒業者状況　中　就職　島外　3次産業,整数型,NA
A20s,A20_163,卒業者状況　中　進学　総数　,整数型,NA
A20s,A20_164,卒業者状況　中　進学　島内　,整数型,NA
A20s,A20_165,卒業者状況　中　進学　島外　,整数型,NA
A20s,A20_166,卒業者状況　中　進学　進学率　,実数型,NA
A20s,A20_167,卒業者状況　中　未就職・その他　島内　,整数型,NA
A20s,A20_168,卒業者状況　中　未就職・その他　島外　,整数型,NA
A20s,A20_169,卒業者状況　高　卒業生数　　,整数型,NA
A20s,A20_170,卒業者状況　高　就職　総数　,整数型,NA
A20s,A20_171,卒業者状況　高　就職　島内　計,整数型,NA
A20s,A20_172,卒業者状況　高　就職　島内　農林業,整数型,NA
A20s,A20_173,卒業者状況　高　就職　島内　水産業,整数型,NA
A20s,A20_174,卒業者状況　高　就職　島内　2次産業,整数型,NA
A20s,A20_175,卒業者状況　高　就職　島内　3次産業,整数型,NA
A20s,A20_176,卒業者状況　高　就職　島外　計,整数型,NA
A20s,A20_177,卒業者状況　高　就職　島外　1次産業,整数型,NA
A20s,A20_178,卒業者状況　高　就職　島外　2次産業,整数型,NA
A20s,A20_179,卒業者状況　高　就職　島外　3次産業,整数型,NA
A20s,A20_180,卒業者状況　高　進学　総数　,整数型,NA
A20s,A20_181,卒業者状況　高　進学　島内　,整数型,NA
A20s,A20_182,卒業者状況　高　進学　島外　,整数型,NA
A20s,A20_183,卒業者状況　高　進学　進学率　,実数型,NA
A20s,A20_184,卒業者状況　高　未就職・その他　島内　,整数型,NA
A20s,A20_185,卒業者状況　高　未就職・その他　島外　,整数型,NA
A20s,A20_186,公園等　国調人口　　　,整数型,NA
A20s,A20_187,公園等　離島振興関係一括事業　都市公園　都市計画公園　カ所数,整数型,NA
A20s,A20_188,公園等　離島振興関係一括事業　都市公園　都市計画公園　面積,整数型,NA
A20s,A20_189,公園等　離島振興関係一括事業　都市公園　特定地区公園　カ所数,整数型,NA
A20s,A20_190,公園等　離島振興関係一括事業　都市公園　特定地区公園　面積,整数型,NA
A20s,A20_191,公園等　離島振興関係一括事業　都市公園　計　カ所数,整数型,NA
A20s,A20_192,公園等　離島振興関係一括事業　都市公園　計　面積,整数型,NA
A20s,A20_193,公園等　離島振興関係一括事業　港湾環境整備緑地　カ所数　,整数型,NA
A20s,A20_194,公園等　離島振興関係一括事業　港湾環境整備緑地　面積　,整数型,NA
A20s,A20_195,公園等　離島振興関係一括事業　漁港漁村環境整備　カ所数　,整数型,NA
A20s,A20_196,公園等　離島振興関係一括事業　漁港漁村環境整備　面積　,整数型,NA
A20s,A20_197,公園等　離島振興関係一括事業　海岸環境整備　カ所数　,整数型,NA
A20s,A20_198,公園等　離島振興関係一括事業　海岸環境整備　面積　,整数型,NA
A20s,A20_199,公園等　離島振興関係一括事業　農業集落環境整備　カ所数　,整数型,NA
A20s,A20_200,公園等　離島振興関係一括事業　農業集落環境整備　面積　,整数型,NA
A20s,A20_201,公園等　離島振興関係一括事業　コミュニティ・アイランド　カ所数　,整数型,NA
A20s,A20_202,公園等　離島振興関係一括事業　コミュニティ・アイランド　面積　,整数型,NA
A20s,A20_203,公園等　離島振興関係一括事業　自然公園施設設備（園地等）　カ所数　,整数型,NA
A20s,A20_204,公園等　離島振興関係一括事業　自然公園施設設備（園地等）　面積　,整数型,NA
A20s,A20_205,公園等　離島振興関係一括事業　その他　カ所数　,整数型,NA
A20s,A20_206,公園等　離島振興関係一括事業　その他　面積　,整数型,NA
A20s,A20_207,公園等　離島振興関係一括事業　小計　カ所数　,整数型,NA
A20s,A20_208,公園等　離島振興関係一括事業　小計　面積　,整数型,NA
A20s,A20_209,公園等　地方公共団体単独事業　カ所数　　,整数型,NA
A20s,A20_210,公園等　地方公共団体単独事業　面積　　,整数型,NA
A20s,A20_211,公園等　合計　カ所数　　,整数型,NA
A20s,A20_212,公園等　合計　面積　　,整数型,NA
A20s,A20_213,公園等　一人当たり公園・緑地面積　　　,実数型,NA
A20s,A20_214,道路　国道　総延長,実数型,NA
A20s,A20_215,道路　国道　重用延長,実数型,NA
A20s,A20_216,道路　国道　未供用延長,実数型,NA
A20s,A20_217,道路　国道　実延長,実数型,NA
A20s,A20_218,道路　国道　実延長　規格改良済延長,実数型,NA
A20s,A20_219,道路　国道　実延長　規格改良済延長　内車道幅員55m以上,実数型,NA
A20s,A20_220,道路　国道　実延長　未改良延長,実数型,NA
A20s,A20_221,道路　国道　実延長　未改良延長　内自動車交通不能,実数型,NA
A20s,A20_222,道路　国道　実延長　舗装済延長,実数型,NA
A20s,A20_223,道路　国道　実延長　舗装済延長　内本舗装延長,実数型,NA
A20s,A20_224,道路　国道　実延長　未舗装延長,実数型,NA
A20s,A20_225,道路　国道　歩道設置道路実延長,実数型,NA
A20s,A20_226,道路　国道　道路面積　車道面積,実数型,NA
A20s,A20_227,道路　国道　道路面積　道路部面積,実数型,NA
A20s,A20_228,道路　国道　道路面積　道路敷面積,実数型,NA
A20s,A20_229,道路　主要地方道　総延長,実数型,NA
A20s,A20_230,道路　主要地方道　重用延長,実数型,NA
A20s,A20_231,道路　主要地方道　未供用延長,実数型,NA
A20s,A20_232,道路　主要地方道　実延長,実数型,NA
A20s,A20_233,道路　主要地方道　実延長　規格改良済延長,実数型,NA
A20s,A20_234,道路　主要地方道　実延長　規格改良済延長　内車道幅員55m以上,実数型,NA
A20s,A20_235,道路　主要地方道　実延長　未改良延長,実数型,NA
A20s,A20_236,道路　主要地方道　実延長　未改良延長　内自動車交通不能,実数型,NA
A20s,A20_237,道路　主要地方道　実延長　舗装済延長,実数型,NA
A20s,A20_238,道路　主要地方道　実延長　舗装済延長　内本舗装延長,実数型,NA
A20s,A20_239,道路　主要地方道　実延長　未舗装延長,実数型,NA
A20s,A20_240,道路　主要地方道　歩道設置道路実延長,実数型,NA
A20s,A20_241,道路　主要地方道　道路面積　車道面積,実数型,NA
A20s,A20_242,道路　主要地方道　道路面積　道路部面積,実数型,NA
A20s,A20_243,道路　主要地方道　道路面積　道路敷面積,実数型,NA
A20s,A20_244,道路　都道県道　総延長,実数型,NA
A20s,A20_245,道路　都道県道　重用延長,実数型,NA
A20s,A20_246,道路　都道県道　未供用延長,実数型,NA
A20s,A20_247,道路　都道県道　実延長,実数型,NA
A20s,A20_248,道路　都道県道　実延長　規格改良済延長,実数型,NA
A20s,A20_249,道路　都道県道　実延長　規格改良済延長　内車道幅員55m以上,実数型,NA
A20s,A20_250,道路　都道県道　実延長　未改良延長,実数型,NA
A20s,A20_251,道路　都道県道　実延長　未改良延長　内自動車交通不能,実数型,NA
A20s,A20_252,道路　都道県道　実延長　舗装済延長,実数型,NA
A20s,A20_253,道路　都道県道　実延長　舗装済延長　内本舗装延長,実数型,NA
A20s,A20_254,道路　都道県道　実延長　未舗装延長,実数型,NA
A20s,A20_255,道路　都道県道　歩道設置道路実延長,実数型,NA
A20s,A20_256,道路　都道県道　道路面積　車道面積,実数型,NA
A20s,A20_257,道路　都道県道　道路面積　道路部面積,実数型,NA
A20s,A20_258,道路　都道県道　道路面積　道路敷面積,実数型,NA
A20s,A20_259,道路　市町村道　総延長,実数型,NA
A20s,A20_260,道路　市町村道　重用延長,実数型,NA
A20s,A20_261,道路　市町村道　未供用延長,実数型,NA
A20s,A20_262,道路　市町村道　実延長,実数型,NA
A20s,A20_263,道路　市町村道　実延長　規格改良済延長,実数型,NA
A20s,A20_264,道路　市町村道　実延長　規格改良済延長　内車道幅員55m以上,実数型,NA
A20s,A20_265,道路　市町村道　実延長　未改良延長,実数型,NA
A20s,A20_266,道路　市町村道　実延長　未改良延長　内自動車交通不能,実数型,NA
A20s,A20_267,道路　市町村道　実延長　舗装済延長,実数型,NA
A20s,A20_268,道路　市町村道　実延長　舗装済延長　内本舗装延長,実数型,NA
A20s,A20_269,道路　市町村道　実延長　未舗装延長,実数型,NA
A20s,A20_270,道路　市町村道　歩道設置道路実延長,実数型,NA
A20s,A20_271,道路　市町村道　道路面積　車道面積,実数型,NA
A20s,A20_272,道路　市町村道　道路面積　道路部面積,実数型,NA
A20s,A20_273,道路　市町村道　道路面積　道路敷面積,実数型,NA
A20s,A20_274,道路　備考,文字列型,NA
A20s,A20_275,調査年度,時間型,NA
A20s,A20_276,車輌保有台数　保有車両合計,整数型,NA
A20s,A20_277,車輌保有台数　登録車両　小計,整数型,NA
A20s,A20_278,車輌保有台数　登録車両　トラック　計,整数型,NA
A20s,A20_279,車輌保有台数　登録車両　トラック　普通車,整数型,NA
A20s,A20_280,車輌保有台数　登録車両　トラック　小型車,整数型,NA
A20s,A20_281,車輌保有台数　登録車両　トラック　トレーラー,整数型,NA
A20s,A20_282,車輌保有台数　登録車両　バス　,整数型,NA
A20s,A20_283,車輌保有台数　登録車両　乗用車　計,整数型,NA
A20s,A20_284,車輌保有台数　登録車両　乗用車　普通車,整数型,NA
A20s,A20_285,車輌保有台数　登録車両　乗用車　小型車,整数型,NA
