name,code,description,type,codelist
事業所数　第3次　卸売・小売業・飲食業,A21_449,NA,整数型,NA
事業所数　第3次　金融・保険業,A21_450,NA,整数型,NA
事業所数　第3次　不動産業,A21_451,NA,整数型,NA
事業所数　第3次　サービス業,A21_452,NA,整数型,NA
事業所数　第3次　公務,A21_453,NA,整数型,NA
事業所数　第3次　小計,A21_454,NA,整数型,NA
事業所数　分類不能　,A21_455,NA,整数型,NA
従業者数　総数　,A21_456,NA,整数型,NA
従業者数　第1次　農業,A21_457,NA,整数型,NA
従業者数　第1次　林業,A21_458,NA,整数型,NA
従業者数　第1次　漁業,A21_459,NA,整数型,NA
従業者数　第1次　小計,A21_460,NA,整数型,NA
従業者数　第2次　鉱業,A21_461,NA,整数型,NA
従業者数　第2次　建設業,A21_462,NA,整数型,NA
従業者数　第2次　製造業,A21_463,NA,整数型,NA
従業者数　第2次　小計,A21_464,NA,整数型,NA
従業者数　第3次　電気・ガス・熱供給・水道業,A21_465,NA,整数型,NA
従業者数　第3次　運輸・通信業,A21_466,NA,整数型,NA
従業者数　第3次　卸売・小売業・飲食業,A21_467,NA,整数型,NA
従業者数　第3次　金融・保険業,A21_468,NA,整数型,NA
従業者数　第3次　不動産業,A21_469,NA,整数型,NA
従業者数　第3次　サービス業,A21_470,NA,整数型,NA
従業者数　第3次　公務,A21_471,NA,整数型,NA
従業者数　第3次　小計,A21_472,NA,整数型,NA
従業者数　分類不能　,A21_473,NA,整数型,NA
農林業　総面積　,A21_474,NA,整数型,NA
農林業　農振面積　,A21_475,NA,整数型,NA
農林業　耕地面積　総数,A21_476,NA,整数型,NA
農林業　耕地面積　田,A21_477,NA,整数型,NA
農林業　耕地面積　畑,A21_478,NA,整数型,NA
農林業　耕地面積　樹園地,A21_479,NA,整数型,NA
農林業　耕地面積　牧草地,A21_480,NA,整数型,NA
農林業　耕地化率　,A21_481,NA,実数型,NA
農林業　家畜飼育数　乳用牛,A21_482,NA,整数型,NA
農林業　家畜飼育数　肉用牛,A21_483,NA,整数型,NA
農林業　家畜飼育数　豚,A21_484,NA,整数型,NA
農林業　家畜飼育数　鶏,A21_485,NA,整数型,NA
農林業　農道延長　,A21_486,NA,実数型,NA
農林業　林道延長　,A21_487,NA,実数型,NA
農林業　林道延長　内国有林道,A21_488,NA,実数型,NA
農林業　森林面積　総数　,A21_489,NA,整数型,NA
農林業　森林面積　総数　うち人工林,A21_490,NA,整数型,NA
農林業　森林面積　国有林　,A21_491,NA,整数型,NA
農林業　森林面積　国有林　うち人工林,A21_492,NA,整数型,NA
農林業　森林面積　民有林　,A21_493,NA,整数型,NA
農林業　森林面積　民有林　うち人工林,A21_494,NA,整数型,NA
農林業　森林蓄積量　,A21_495,NA,整数型,NA
農林業　備考　,A21_496,NA,文字列型,NA
水産業現況_港湾　水揚高　属人水揚　計(水揚トン数),A21_497,NA,実数型,NA
水産業現況_港湾　水揚高　属人水揚　計(水揚金額),A21_498,NA,実数型,NA
水産業現況_港湾　水揚高　属人水揚　海面漁業(水揚トン数),A21_499,NA,実数型,NA
水産業現況_港湾　水揚高　属人水揚　海面漁業(水揚金額),A21_500,NA,実数型,NA
水産業現況_港湾　水揚高　属人水揚　海面養殖業(水揚トン数),A21_501,NA,実数型,NA
水産業現況_港湾　水揚高　属人水揚　海面養殖業(水揚金額),A21_502,NA,実数型,NA
水産業現況_港湾　水揚高　属地水揚　計(水揚トン数),A21_503,NA,実数型,NA
水産業現況_港湾　水揚高　属地水揚　計(水揚金額),A21_504,NA,実数型,NA
水産業現況_港湾　水揚高　属地水揚　海面漁業(水揚トン数),A21_505,NA,実数型,NA
水産業現況_港湾　水揚高　属地水揚　海面漁業(水揚金額),A21_506,NA,実数型,NA
水産業現況_港湾　水揚高　属地水揚　海面養殖業(水揚トン数),A21_507,NA,実数型,NA
水産業現況_港湾　水揚高　属地水揚　海面養殖業(水揚金額),A21_508,NA,実数型,NA
水産業現況_漁港　水揚高　属人水揚　計(水揚トン数),A21_509,NA,実数型,NA
水産業現況_漁港　水揚高　属人水揚　計(水揚金額),A21_510,NA,実数型,NA
水産業現況_漁港　水揚高　属人水揚　海面漁業(水揚トン数),A21_511,NA,実数型,NA
水産業現況_漁港　水揚高　属人水揚　海面漁業(水揚金額),A21_512,NA,実数型,NA
水産業現況_漁港　水揚高　属人水揚　海面養殖業(水揚トン数),A21_513,NA,実数型,NA
水産業現況_漁港　水揚高　属人水揚　海面養殖業(水揚金額),A21_514,NA,実数型,NA
水産業現況_漁港　水揚高　属地水揚　計(水揚トン数),A21_515,NA,実数型,NA
水産業現況_漁港　水揚高　属地水揚　計(水揚金額),A21_516,NA,実数型,NA
水産業現況_漁港　水揚高　属地水揚　海面漁業(水揚トン数),A21_517,NA,実数型,NA
水産業現況_漁港　水揚高　属地水揚　海面漁業(水揚金額),A21_518,NA,実数型,NA
水産業現況_漁港　水揚高　属地水揚　海面養殖業(水揚トン数),A21_519,NA,実数型,NA
水産業現況_漁港　水揚高　属地水揚　海面養殖業(水揚金額),A21_520,NA,実数型,NA
経営体　農家戸数　総数　　,A21_521,NA,整数型,NA
経営体　農家戸数　販売農業　専業　,A21_522,NA,整数型,NA
経営体　農家戸数　販売農業　兼業　1種,A21_523,NA,整数型,NA
経営体　農家戸数　販売農業　兼業　2種,A21_524,NA,整数型,NA
経営体　農家戸数　自給的農家　　,A21_525,NA,整数型,NA
経営体　漁家戸数　総数　　,A21_526,NA,整数型,NA
経営体　漁家戸数　専業　　,A21_527,NA,整数型,NA
経営体　漁家戸数　兼業　1種　,A21_528,NA,整数型,NA
経営体　漁家戸数　兼業　2種　,A21_529,NA,整数型,NA
経営体　林家戸数　総数　　,A21_530,NA,整数型,NA
経営体　林家戸数　農家林家　　,A21_531,NA,整数型,NA
経営体　林家戸数　非農家林家　　,A21_532,NA,整数型,NA
経営体　組合数　農業協同組合　組合数（本部）,A21_533,NA,整数型,NA
経営体　組合数　農業協同組合　組合数（支部・支所）,A21_534,NA,整数型,NA
経営体　組合数　農業協同組合　組合員数,A21_535,NA,整数型,NA
経営体　組合数　漁業協同組合　組合数（本部）,A21_536,NA,整数型,NA
経営体　組合数　漁業協同組合　組合数（支部・支所）,A21_537,NA,整数型,NA
経営体　組合数　漁業協同組合　組合員数,A21_538,NA,整数型,NA
経営体　組合数　森林組合　組合数（本部）,A21_539,NA,整数型,NA
経営体　組合数　森林組合　組合数（支部・支所）,A21_540,NA,整数型,NA
経営体　組合数　森林組合　組合員数,A21_541,NA,整数型,NA
生産額　農業　耕種　米,A21_542,NA,実数型,NA
生産額　農業　耕種　麦,A21_543,NA,実数型,NA
生産額　農業　耕種　いも,A21_544,NA,実数型,NA
生産額　農業　耕種　豆･雑穀,A21_545,NA,実数型,NA
生産額　農業　耕種　野菜,A21_546,NA,実数型,NA
生産額　農業　耕種　果実,A21_547,NA,実数型,NA
生産額　農業　耕種　花卉,A21_548,NA,実数型,NA
生産額　農業　耕種　工芸作物,A21_549,NA,実数型,NA
生産額　農業　耕種　その他,A21_550,NA,実数型,NA
生産額　農業　耕種　小計,A21_551,NA,実数型,NA
生産額　農業　養蚕　,A21_552,NA,実数型,NA
生産額　農業　畜産　牛肉,A21_553,NA,実数型,NA
生産額　農業　畜産　豚肉,A21_554,NA,実数型,NA
生産額　農業　畜産　牛乳,A21_555,NA,実数型,NA
生産額　農業　畜産　鶏卵,A21_556,NA,実数型,NA
生産額　農業　畜産　その他,A21_557,NA,実数型,NA
生産額　農業　畜産　小計,A21_558,NA,実数型,NA
生産額　農業　合計　,A21_559,NA,実数型,NA
生産額　林業　木材　用材,A21_560,NA,実数型,NA
生産額　林業　木材　薪炭材,A21_561,NA,実数型,NA
生産額　林業　木炭　,A21_562,NA,実数型,NA
生産額　林業　しいたけ　,A21_563,NA,実数型,NA
生産額　林業　その他　,A21_564,NA,実数型,NA
生産額　林業　合計　,A21_565,NA,実数型,NA
生産額　水産業　魚類　,A21_566,NA,実数型,NA
生産額　水産業　貝類　,A21_567,NA,実数型,NA
生産額　水産業　水産動物　,A21_568,NA,実数型,NA
生産額　水産業　海草類　,A21_569,NA,実数型,NA
生産額　水産業　その他　,A21_570,NA,実数型,NA
生産額　水産業　合計　,A21_571,NA,実数型,NA
生産額　農林水産業総計　　,A21_572,NA,実数型,NA
生産額　備考　　,A21_573,NA,文字列型,NA
観光客数　春　,A21_574,NA,実数型,NA
観光客数　夏　,A21_575,NA,実数型,NA
観光客数　秋　,A21_576,NA,実数型,NA
観光客数　冬　,A21_577,NA,実数型,NA
観光客数　計　,A21_578,NA,実数型,NA
宿泊能力(最盛期)　旅館・ホテル　数,A21_579,NA,整数型,NA
宿泊能力(最盛期)　旅館・ホテル　収容能力,A21_580,NA,整数型,NA
宿泊能力(最盛期)　民宿　数,A21_581,NA,整数型,NA
宿泊能力(最盛期)　民宿　収容能力,A21_582,NA,整数型,NA
宿泊能力　年間宿泊者数　　,A21_583,NA,実数型,NA
自然公園面積　国立公園　,A21_584,NA,実数型,NA
自然公園面積　国定公園　,A21_585,NA,実数型,NA
自然公園面積　県立公園　,A21_586,NA,実数型,NA
観光客数・宿泊能力・自然公園　備考　　,A21_587,NA,文字列型,NA
港湾・航路現況_港湾　港湾利用状況　入港船舶　隻数,A21_588,NA,実数型,NA
港湾・航路現況_港湾　総屯数,A21_589,NA,実数型,NA
港湾・航路現況_港湾　乗降人員　,A21_590,NA,実数型,NA
港湾・航路現況_港湾　海上出入貨物　出,A21_591,NA,実数型,NA
港湾・航路現況_港湾　海上出入貨物　入,A21_592,NA,実数型,NA
港湾・航路現況_港湾　海上出入貨物　計,A21_593,NA,実数型,NA
港湾・航路現況_漁港　港湾利用状況　入港船舶　隻数,A21_594,NA,実数型,NA
港湾・航路現況_漁港　総屯数,A21_595,NA,実数型,NA
港湾・航路現況_漁港　乗降人員　,A21_596,NA,実数型,NA
港湾・航路現況_漁港　海上出入貨物　出,A21_597,NA,実数型,NA
港湾・航路現況_漁港　海上出入貨物　入,A21_598,NA,実数型,NA
港湾・航路現況_漁港　海上出入貨物　計,A21_599,NA,実数型,NA
空港・航空路現況　都道県名　空港名　　,A21_600,NA,実数型,NA
空港・航空路現況　運航実績　1日当たり運航回数　平常時,A21_601,NA,実数型,NA
空港・航空路現況　　1日当たり運航回数　最盛期,A21_602,NA,実数型,NA
空港・航空路現況　　年間乗降人員　,A21_603,NA,実数型,NA
