name,code,description,type,codelist
事業所数　第3次　運輸・通信業,A20_449,NA,整数型,NA
事業所数　第3次　卸売・小売業・飲食業,A20_450,NA,整数型,NA
事業所数　第3次　金融・保険業,A20_451,NA,整数型,NA
事業所数　第3次　不動産業,A20_452,NA,整数型,NA
事業所数　第3次　サービス業,A20_453,NA,整数型,NA
事業所数　第3次　公務,A20_454,NA,整数型,NA
事業所数　第3次　小計,A20_455,NA,整数型,NA
事業所数　分類不能　,A20_456,NA,整数型,NA
従業者数　総数　,A20_457,NA,整数型,NA
従業者数　第1次　農業,A20_458,NA,整数型,NA
従業者数　第1次　林業,A20_459,NA,整数型,NA
従業者数　第1次　漁業,A20_460,NA,整数型,NA
従業者数　第1次　小計,A20_461,NA,整数型,NA
従業者数　第2次　鉱業,A20_462,NA,整数型,NA
従業者数　第2次　建設業,A20_463,NA,整数型,NA
従業者数　第2次　製造業,A20_464,NA,整数型,NA
従業者数　第2次　小計,A20_465,NA,整数型,NA
従業者数　第3次　電気・ガス・熱供給・水道業,A20_466,NA,整数型,NA
従業者数　第3次　運輸・通信業,A20_467,NA,整数型,NA
従業者数　第3次　卸売・小売業・飲食業,A20_468,NA,整数型,NA
従業者数　第3次　金融・保険業,A20_469,NA,整数型,NA
従業者数　第3次　不動産業,A20_470,NA,整数型,NA
従業者数　第3次　サービス業,A20_471,NA,整数型,NA
従業者数　第3次　公務,A20_472,NA,整数型,NA
従業者数　第3次　小計,A20_473,NA,整数型,NA
従業者数　分類不能　,A20_474,NA,整数型,NA
農林業　総面積　,A20_475,NA,整数型,NA
農林業　農振面積　,A20_476,NA,整数型,NA
農林業　耕地面積　総数,A20_477,NA,整数型,NA
農林業　耕地面積　田,A20_478,NA,整数型,NA
農林業　耕地面積　畑,A20_479,NA,整数型,NA
農林業　耕地面積　樹園地,A20_480,NA,整数型,NA
農林業　耕地面積　牧草地,A20_481,NA,整数型,NA
農林業　耕地化率　,A20_482,NA,実数型,NA
農林業　家畜飼育数　乳用牛,A20_483,NA,整数型,NA
農林業　家畜飼育数　肉用牛,A20_484,NA,整数型,NA
農林業　家畜飼育数　豚,A20_485,NA,整数型,NA
農林業　家畜飼育数　鶏,A20_486,NA,整数型,NA
農林業　農道延長　,A20_487,NA,実数型,NA
農林業　林道延長　,A20_488,NA,実数型,NA
農林業　林道延長　内国有林道,A20_489,NA,実数型,NA
農林業　森林面積　総数　,A20_490,NA,整数型,NA
農林業　森林面積　総数　うち人工林,A20_491,NA,整数型,NA
農林業　森林面積　国有林　,A20_492,NA,整数型,NA
農林業　森林面積　国有林　うち人工林,A20_493,NA,整数型,NA
農林業　森林面積　民有林　,A20_494,NA,整数型,NA
農林業　森林面積　民有林　うち人工林,A20_495,NA,整数型,NA
農林業　森林蓄積量　,A20_496,NA,整数型,NA
農林業　備考　,A20_497,NA,文字列型,NA
水産業現況_港湾　水揚高　属人水揚　計(水揚トン数),A20_498,NA,実数型,NA
水産業現況_港湾　水揚高　属人水揚　計(水揚金額),A20_499,NA,実数型,NA
水産業現況_港湾　水揚高　属人水揚　海面漁業(水揚トン数),A20_500,NA,実数型,NA
水産業現況_港湾　水揚高　属人水揚　海面漁業(水揚金額),A20_501,NA,実数型,NA
水産業現況_港湾　水揚高　属人水揚　海面養殖業(水揚トン数),A20_502,NA,実数型,NA
水産業現況_港湾　水揚高　属人水揚　海面養殖業(水揚金額),A20_503,NA,実数型,NA
水産業現況_港湾　水揚高　属地水揚　計(水揚トン数),A20_504,NA,実数型,NA
水産業現況_港湾　水揚高　属地水揚　計(水揚金額),A20_505,NA,実数型,NA
水産業現況_港湾　水揚高　属地水揚　海面漁業(水揚トン数),A20_506,NA,実数型,NA
水産業現況_港湾　水揚高　属地水揚　海面漁業(水揚金額),A20_507,NA,実数型,NA
水産業現況_港湾　水揚高　属地水揚　海面養殖業(水揚トン数),A20_508,NA,実数型,NA
水産業現況_港湾　水揚高　属地水揚　海面養殖業(水揚金額),A20_509,NA,実数型,NA
水産業現況_漁港　水揚高　属人水揚　計(水揚トン数),A20_510,NA,実数型,NA
水産業現況_漁港　水揚高　属人水揚　計(水揚金額),A20_511,NA,実数型,NA
水産業現況_漁港　水揚高　属人水揚　海面漁業(水揚トン数),A20_512,NA,実数型,NA
水産業現況_漁港　水揚高　属人水揚　海面漁業(水揚金額),A20_513,NA,実数型,NA
水産業現況_漁港　水揚高　属人水揚　海面養殖業(水揚トン数),A20_514,NA,実数型,NA
水産業現況_漁港　水揚高　属人水揚　海面養殖業(水揚金額),A20_515,NA,実数型,NA
水産業現況_漁港　水揚高　属地水揚　計(水揚トン数),A20_516,NA,実数型,NA
水産業現況_漁港　水揚高　属地水揚　計(水揚金額),A20_517,NA,実数型,NA
水産業現況_漁港　水揚高　属地水揚　海面漁業(水揚トン数),A20_518,NA,実数型,NA
水産業現況_漁港　水揚高　属地水揚　海面漁業(水揚金額),A20_519,NA,実数型,NA
水産業現況_漁港　水揚高　属地水揚　海面養殖業(水揚トン数),A20_520,NA,実数型,NA
水産業現況_漁港　水揚高　属地水揚　海面養殖業(水揚金額),A20_521,NA,実数型,NA
経営体　農家戸数　総数　　,A20_522,NA,整数型,NA
経営体　農家戸数　販売農業　専業　,A20_523,NA,整数型,NA
経営体　農家戸数　販売農業　兼業　1種,A20_524,NA,整数型,NA
経営体　農家戸数　販売農業　兼業　2種,A20_525,NA,整数型,NA
経営体　農家戸数　自給的農家　　,A20_526,NA,整数型,NA
経営体　漁家戸数　総数　　,A20_527,NA,整数型,NA
経営体　漁家戸数　専業　　,A20_528,NA,整数型,NA
経営体　漁家戸数　兼業　1種　,A20_529,NA,整数型,NA
経営体　漁家戸数　兼業　2種　,A20_530,NA,整数型,NA
経営体　林家戸数　総数　　,A20_531,NA,整数型,NA
経営体　林家戸数　農家林家　　,A20_532,NA,整数型,NA
経営体　林家戸数　非農家林家　　,A20_533,NA,整数型,NA
経営体　組合数　農業協同組合　組合数（本部）,A20_534,NA,整数型,NA
経営体　組合数　農業協同組合　組合数（支部・支所）,A20_535,NA,整数型,NA
経営体　組合数　農業協同組合　組合員数,A20_536,NA,整数型,NA
経営体　組合数　漁業協同組合　組合数（本部）,A20_537,NA,整数型,NA
経営体　組合数　漁業協同組合　組合数（支部・支所）,A20_538,NA,整数型,NA
経営体　組合数　漁業協同組合　組合員数,A20_539,NA,整数型,NA
経営体　組合数　森林組合　組合数（本部）,A20_540,NA,整数型,NA
経営体　組合数　森林組合　組合数（支部・支所）,A20_541,NA,整数型,NA
経営体　組合数　森林組合　組合員数,A20_542,NA,整数型,NA
生産額　農業　耕種　米,A20_543,NA,実数型,NA
生産額　農業　耕種　麦,A20_544,NA,実数型,NA
生産額　農業　耕種　いも,A20_545,NA,実数型,NA
生産額　農業　耕種　豆･雑穀,A20_546,NA,実数型,NA
生産額　農業　耕種　野菜,A20_547,NA,実数型,NA
生産額　農業　耕種　果実,A20_548,NA,実数型,NA
生産額　農業　耕種　花卉,A20_549,NA,実数型,NA
生産額　農業　耕種　工芸作物,A20_550,NA,実数型,NA
生産額　農業　耕種　その他,A20_551,NA,実数型,NA
生産額　農業　耕種　小計,A20_552,NA,実数型,NA
生産額　農業　養蚕　,A20_553,NA,実数型,NA
生産額　農業　畜産　牛肉,A20_554,NA,実数型,NA
生産額　農業　畜産　豚肉,A20_555,NA,実数型,NA
生産額　農業　畜産　牛乳,A20_556,NA,実数型,NA
生産額　農業　畜産　鶏卵,A20_557,NA,実数型,NA
生産額　農業　畜産　その他,A20_558,NA,実数型,NA
生産額　農業　畜産　小計,A20_559,NA,実数型,NA
生産額　農業　合計　,A20_560,NA,実数型,NA
生産額　林業　木材　用材,A20_561,NA,実数型,NA
生産額　林業　木材　薪炭材,A20_562,NA,実数型,NA
生産額　林業　木炭　,A20_563,NA,実数型,NA
生産額　林業　しいたけ　,A20_564,NA,実数型,NA
生産額　林業　その他　,A20_565,NA,実数型,NA
生産額　林業　合計　,A20_566,NA,実数型,NA
生産額　水産業　魚類　,A20_567,NA,実数型,NA
生産額　水産業　貝類　,A20_568,NA,実数型,NA
生産額　水産業　水産動物　,A20_569,NA,実数型,NA
生産額　水産業　海草類　,A20_570,NA,実数型,NA
生産額　水産業　その他　,A20_571,NA,実数型,NA
生産額　水産業　合計　,A20_572,NA,実数型,NA
生産額　農林水産業総計　　,A20_573,NA,実数型,NA
生産額　備考　　,A20_574,NA,文字列型,NA
観光客数　春　,A20_575,NA,実数型,NA
観光客数　夏　,A20_576,NA,実数型,NA
観光客数　秋　,A20_577,NA,実数型,NA
観光客数　冬　,A20_578,NA,実数型,NA
観光客数　計　,A20_579,NA,実数型,NA
宿泊能力(最盛期)　旅館・ホテル　数,A20_580,NA,整数型,NA
宿泊能力(最盛期)　旅館・ホテル　収容能力,A20_581,NA,整数型,NA
宿泊能力(最盛期)　民宿　数,A20_582,NA,整数型,NA
宿泊能力(最盛期)　民宿　収容能力,A20_583,NA,整数型,NA
宿泊能力　年間宿泊者数　　,A20_584,NA,実数型,NA
自然公園面積　国立公園　,A20_585,NA,実数型,NA
自然公園面積　国定公園　,A20_586,NA,実数型,NA
自然公園面積　県立公園　,A20_587,NA,実数型,NA
観光客数・宿泊能力・自然公園　備考　　,A20_588,NA,文字列型,NA
港湾・航路現況_港湾　港湾利用状況　入港船舶　隻数,A20_589,NA,実数型,NA
港湾・航路現況_港湾　総屯数,A20_590,NA,実数型,NA
港湾・航路現況_港湾　乗降人員　,A20_591,NA,実数型,NA
港湾・航路現況_港湾　海上出入貨物　出,A20_592,NA,実数型,NA
港湾・航路現況_港湾　海上出入貨物　入,A20_593,NA,実数型,NA
港湾・航路現況_港湾　海上出入貨物　計,A20_594,NA,実数型,NA
港湾・航路現況_漁港　港湾利用状況　入港船舶　隻数,A20_595,NA,実数型,NA
港湾・航路現況_漁港　総屯数,A20_596,NA,実数型,NA
港湾・航路現況_漁港　乗降人員　,A20_597,NA,実数型,NA
港湾・航路現況_漁港　海上出入貨物　出,A20_598,NA,実数型,NA
港湾・航路現況_漁港　海上出入貨物　入,A20_599,NA,実数型,NA
港湾・航路現況_漁港　海上出入貨物　計,A20_600,NA,実数型,NA
空港・航空路現況　都道県名　空港名　　,A20_601,NA,実数型,NA
空港・航空路現況　運航実績,A20_602,NA,実数型,NA
空港・航空路現況　　1日当たり運航回数　最盛期,A20_603,NA,実数型,NA
空港・航空路現況　　年間乗降人員　,A20_604,NA,実数型,NA
